question;questionText;type
urn:CogComp:id:3244;What college did Dikembe Mutombo play basketball for ?;Agent
urn:CogComp:id:2101;Where does the opera singer Ileana Cotrubas come from ?;Number
urn:CogComp:id:1023;What European capital celebrated its 2 , 000th anniversary in 1951 ?;Place
urn:CogComp:id:1888;What is the US Federal Government website for Standard Industrial Classification codes , SIC , ?;Number
urn:CogComp:id:2339;When do MORMONS believe Christ was born ?;DateTime
urn:CogComp:id:3114;Who killed Lee Harvey Oswald ?;Agent
urn:CogComp:id:1338;Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?;Number
urn:CogComp:id:3982;What is the origin of the word Marijuana ?;String
urn:CogComp:id:809;What 's the longest river in the world ?;Number
urn:CogComp:id:2788;What is limbo ?;String
urn:CogComp:id:978;What is the origin of thank you notes ?;String
urn:CogComp:id:2093;Who said : `` The victor will never be asked if he told the truth '' ?;Agent
urn:CogComp:id:2630;What did Mighty Mouse always sing as he went into action ?;String
urn:CogComp:id:1614;How many years ago did Led Zeppelin release its last album ?;Number
urn:CogComp:id:2438;What is HTML ?;String
urn:CogComp:id:4743;Who killed JFK ?;Agent
urn:CogComp:id:3007;Who was Damocles ?;String
urn:CogComp:id:1886;What are Cobol , Fortran , and Pascal ?;String
urn:CogComp:id:4569;What was the verdict in the 1925 trial of John T. Scopes ?;String
urn:CogComp:id:1779;What are the Valdez Principles ?;String
urn:CogComp:id:174;Who created Dennis the Menace ?;Agent
urn:CogComp:id:2934;What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?;Work
urn:CogComp:id:1878;What 's the rathaus in Frankfurt ?;String
urn:CogComp:id:1420;How long does it take sunlight to reach Earth ?;Number
urn:CogComp:id:4409;What is the most common name ?;Agent
urn:CogComp:id:217;How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .;Number
urn:CogComp:id:3836;What was Edward Albee 's first full-length play ?;Work
urn:CogComp:id:4841;When did French revolutionaries storm the Bastille ?;DateTime
urn:CogComp:id:690;What was Michelangelo 's last name ?;Agent
urn:CogComp:id:2520;What was the tallest building in America in 1922 ?;Number
urn:CogComp:id:2186;What attorneys work for The Center for the Defense of Free Enterprise ?;Agent
urn:CogComp:id:2191;Where did Bill Gates go to college ?;Number
urn:CogComp:id:1106;Who was made the first honorary citizen of the U.S. ?;Agent
urn:CogComp:id:2899;How many major Nazi leaders went on trial after the war at Nuremberg ?;Number
urn:CogComp:id:4266;What British prime minister and U.S. president were seventh cousins once-removed ?;Agent
urn:CogComp:id:3570;What does saliva consist of ?;ChemicalSubstance
urn:CogComp:id:2025;What are `` inkhorn terms '' ?;String
urn:CogComp:id:3184;Who wrote `` The Pit and the Pendulum '' ?;Agent
urn:CogComp:id:4345;How many characters makes up a word for typing test purposes ?;Number
urn:CogComp:id:576;What sport do you shag flies in ?;Activity
urn:CogComp:id:1988;What business exports the sparkling wine Spumante ?;Agent
urn:CogComp:id:4383;Name the U.S. Senate majority leader and the Speaker of the House .;Agent
urn:CogComp:id:1180;What is the goat population of the world ?;Number
urn:CogComp:id:888;Who said , `` I shall return . '' during World War Two ?;Agent
urn:CogComp:id:3062;When was Franklin D. Roosevelt stricken with polio ?;DateTime
urn:CogComp:id:1954;What vowel do all Esperanto nouns end in ?;String
urn:CogComp:id:2603;What is a fear of hair ?;Disease
urn:CogComp:id:817;How many CDs has Garth Brooks sold ?;Number
urn:CogComp:id:3209;In AD 999 , what sort of celebrations , fears , were there ?;Number
urn:CogComp:id:1832;How many Leos have been Pope ?;Number
urn:CogComp:id:208;What is the name of the tallest mountain in the world ?;Place
urn:CogComp:id:293;Where can I find a `` Fifth Element '' screensaver ?;Number
urn:CogComp:id:1119;What does Venus Retrograde mean ?;String
urn:CogComp:id:2988;What is the approximate weight of a teaspoon of matter in a black hole ?;Number
urn:CogComp:id:1541;Who won the first World Series ?;Agent
urn:CogComp:id:1264;What city is often called The Insurance Capital of the World ?;Place
urn:CogComp:id:990;What is the executor in a will ?;String
urn:CogComp:id:4148;What does the name Melissa mean ?;String
urn:CogComp:id:2170;Who is the Queen of Holland ?;Agent
urn:CogComp:id:353;What is dry ice ?;String
urn:CogComp:id:1773;What is the difference between a fruit and a vegetable ?;String
urn:CogComp:id:1425;Who was the star of Leave It to Beaver ?;Agent
urn:CogComp:id:2978;How many cities are there in Utah ?;Number
urn:CogComp:id:2498;What is the difference between a bottle and a jar ?;String
urn:CogComp:id:2984;How many spaces follow a period at the end of a sentence ?;Number
urn:CogComp:id:1228;What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?;Device
urn:CogComp:id:259;What European country is home to the beer-producing city of Budweis ?;Place
urn:CogComp:id:1456;What do camels store in their humps ?;Number
urn:CogComp:id:1703;Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?;Number
urn:CogComp:id:4683;How many miles is it from NY to Austria ?;Number
urn:CogComp:id:1769;What 's the Red Planet ?;String
urn:CogComp:id:2487;What South African producer had a 1988 profit of $836 million ?;Agent
urn:CogComp:id:52;What is the Kashmir issue ?;String
urn:CogComp:id:4459;What is the mean income of the top 10% , top 5% , and top 1% ?;Number
urn:CogComp:id:4596;Name the ship Beany and Cecil sailed .;MeanOfTransportation
urn:CogComp:id:2146;What color Poker chip is usually assigned the lowest value ?;Colour
urn:CogComp:id:2357;What is the electronic device used to produce visual displays corresponding to electric signals ?;Number
urn:CogComp:id:2725;What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?;Agent
urn:CogComp:id:2292;What is the exchange rate between England and the U.S. ?;Number
urn:CogComp:id:1033;In what state was the first co-educational college established;Place
urn:CogComp:id:1097;What 's the most popular form of bridge ?;Number
urn:CogComp:id:543;What does the name `` Justin '' mean ?;String
urn:CogComp:id:1046;What happened to Moon Maiden ?;String
urn:CogComp:id:1815;What did FCC chairman Newton Minow declare TV to be on May 9 , 1961 ?;String
urn:CogComp:id:1507;How many URL extensions are there ? and what are they ?;Number
urn:CogComp:id:30;Which company that manufactures video-game hardware sells the `` super system '' ?;Agent
urn:CogComp:id:725;Who were the `` filthiest people alive ? '';Agent
urn:CogComp:id:2623;What are Kythnos , Siphnos , Seriphos and Mykonos ?;String
urn:CogComp:id:3552;What were the names of the three ships used by Columbus ?;MeanOfTransportation
urn:CogComp:id:3825;What California bridge was Don Brown the first to cross , on May 27 , 1937 ?;Number
urn:CogComp:id:3656;How many years of schooling after highschool does it take to become a neurosurgeon ?;Number
urn:CogComp:id:436;What TV sitcom character had the maiden name Ethel Potter ?;Agent
urn:CogComp:id:4019;What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?;Number
urn:CogComp:id:912;What is `` the washed vodka '' ?;String
urn:CogComp:id:4173;What was the nickname of model Leslie Hornby ?;Agent
urn:CogComp:id:4622;What country comes last in an alphabetical list ?;Place
urn:CogComp:id:4460;What North American city sprouts the most parking meters ?;Place
urn:CogComp:id:3262;What do penguins eat ?;Food
urn:CogComp:id:4803;What is Michael Jackson 's father 's name ?;Agent
urn:CogComp:id:1519;Which sex is twice as likely to contract leprosy ?;Number
urn:CogComp:id:1238;What university was Woodrow Wilson President of ?;Agent
urn:CogComp:id:903;What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '';TopicalConcept
urn:CogComp:id:3078;What river is Windsor Castle on ?;Number
urn:CogComp:id:4386;Who owns CNN ?;Agent
urn:CogComp:id:507;What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?;Work
urn:CogComp:id:3154;What city is . KDGE Radio located in ?;Place
urn:CogComp:id:183;CNN began broadcasting in what year ?;DateTime
urn:CogComp:id:1499;Who invented the paper clip ?;Agent
urn:CogComp:id:1752;What is the secret of the universe ?;String
urn:CogComp:id:321;Who are the Challengers of the Unknown ?;Agent
urn:CogComp:id:1702;Where is Amsterdam ?;Number
urn:CogComp:id:1448;Which company claimed to be `` the world 's biggest toy store '' ?;Agent
urn:CogComp:id:3726;Who found Hawaii ?;Agent
urn:CogComp:id:2328;What state capital comes last alphabetically ?;Place
urn:CogComp:id:3018;In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?;Agent
urn:CogComp:id:1965;What is a fear of glass ?;Disease
urn:CogComp:id:2210;What company markets a shampoo `` for brunettes only '' ?;Agent
urn:CogComp:id:4385;What female suspect in the game of Clue is single ?;Agent
urn:CogComp:id:1146;How many minutes were there on the original GE College Bowl clock ?;Number
urn:CogComp:id:2005;Who won World War II ?;Agent
urn:CogComp:id:44;What is ethology ?;String
urn:CogComp:id:1684;Who was the first woman to fly solo across the Atlantic ?;Agent
urn:CogComp:id:3126;How many meters are in a mile ?;Number
urn:CogComp:id:3776;What is the seafaring name for the southern tip of South America ?;Number
urn:CogComp:id:1378;What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?;String
urn:CogComp:id:1691;Who started the Dominos Pizza chain ?;Agent
urn:CogComp:id:2948;What is hydroelectricity ?;String
urn:CogComp:id:413;In what area of the world was the Six Day War fought ?;Number
urn:CogComp:id:2111;Who seized power from Milton Obote in 1971 ?;Agent
urn:CogComp:id:1407;Who was the architect of Central Park ?;Agent
urn:CogComp:id:1588;What kind of weapons were used in Medieval warfare ?;Number
urn:CogComp:id:801;When was the San Francisco fire ?;DateTime
urn:CogComp:id:1288;The Iraqis launched their attack on Kuwait on what day ?;DateTime
urn:CogComp:id:2135;What is the acronym for the National Bureau of Investigation ?;String
urn:CogComp:id:2867;What two countries fought the Hundred Years ' War ?;Place
urn:CogComp:id:1485;What is chronic constipation a symptom of ?;Disease
urn:CogComp:id:2267;How do you say , `` I love you '' in other languages ?;TopicalConcept
urn:CogComp:id:256;What is California 's capital ?;Place
urn:CogComp:id:1720;Who portrayed Vincent Van Gogh in Lust for Life ?;Agent
urn:CogComp:id:2409;What have you not let a tennis ball do if you volley ?;String
urn:CogComp:id:1151;How many astronauts have been on the moon ?;Number
urn:CogComp:id:2251;What former royal palace has served as a granary , prison , arsenal , leper colony , mint , telegraph station and whorehouse before becoming an art museum ?;Number
urn:CogComp:id:647;Whose autobiography is titled Yes I Can ?;Agent
urn:CogComp:id:2846;What ill-fated craft was captained by Ernst Lehmann ?;MeanOfTransportation
urn:CogComp:id:1632;Where was helium first discovered , hence its name ?;Number
urn:CogComp:id:4735;What flag flies over Wake Island ?;Number
urn:CogComp:id:3692;Who won the rugby world cup in ?;Agent
urn:CogComp:id:1315;What is the origin of the midwest slang , ` you 're darn tootin ' ?;String
urn:CogComp:id:1918;What are fingernails made of ?;ChemicalSubstance
urn:CogComp:id:2602;What does Aaron mean ?;String
urn:CogComp:id:2413;What are the 7 Wonders of the World ?;Number
urn:CogComp:id:1630;What is a fear of strong light ?;Disease
urn:CogComp:id:1995;Where did the sport of caber-tossing originate ?;Number
urn:CogComp:id:112;When did the Bounty mutiny take place ?;DateTime
urn:CogComp:id:4795;Where is the group M People from ?;Number
urn:CogComp:id:263;What does ` PSI ' stand for ?;String
urn:CogComp:id:1393;Who is the current prime minister and president of Russia ?;Agent
urn:CogComp:id:1957;In the Miller Lite TV commercial , who is the creature ?;Species
urn:CogComp:id:1186;Describe the Finnish music personality Salonen 's appearance .;String
urn:CogComp:id:2629;How many spears are there on Kenya 's flag ?;Number
urn:CogComp:id:56;What is titanium ?;String
