question;questionText;type
urn:LCQuAD:id:2875;Count the number of tenants whose one of the tenant is Toronto Phantoms ?;Number
urn:LCQuAD:id:821;How many scientists are known for the Manhatten Project?;Number
urn:LCQuAD:id:1000;How many Thesaban towns are there?;Number
urn:LCQuAD:id:3727;How many other people are in a band with Robert de Niro?;Number
urn:LCQuAD:id:4084;Who all were venerated in Islam?;Number
urn:LCQuAD:id:1009;How many items belong to the Science Fiction genre?;Number
urn:LCQuAD:id:1327;How many shows belong to the networks one of whose sister station is BBC News?;Number
urn:LCQuAD:id:986;Count everyone who was in a youthclub chaired by Josep Maria Bartomeu ?;Number
urn:LCQuAD:id:1014;How many scientist became famous for the battle of Occupation of Japan?;Number
urn:LCQuAD:id:1359;How many sitcoms were produced by the company whose predecessor was the Desilu Productions;Number
urn:LCQuAD:id:1035;Count the sports played at universities located in Urban Areas?;Number
urn:LCQuAD:id:575;How many buildings are located in the jurisdiction of John Tory?;Number
urn:LCQuAD:id:1706;How many companies were founded in Menlo Park, California?;Number
urn:LCQuAD:id:861;Carl Sagan has penned books on how many matters?;Number
urn:LCQuAD:id:3081;How many have company as Paramount Television and network as NBC are there?;Number
urn:LCQuAD:id:1472;Count the different causes of death of Christians.;Number
urn:LCQuAD:id:2046;How many players debuted their careers from San Francisco 49ers?;Number
urn:LCQuAD:id:1851;How many had their debut team coached by Chip Kelly?;Number
urn:LCQuAD:id:4216;In how many different places do Starwood hotels and resorts worldwide operate?;Number
urn:LCQuAD:id:529;How many utopian and dystopian fiction books are there?;Number
urn:LCQuAD:id:3443;Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?;Number
urn:LCQuAD:id:3513;How many movies are directed by the spouse of Dolores del Ro?;Number
urn:LCQuAD:id:3897;How many information appliance are manufactured by companies located in Taiwan?;Number
urn:LCQuAD:id:4425;How many people are in the England national football team?;Number
urn:LCQuAD:id:3061;Count  the journals in the field of Philosophy.;Number
urn:LCQuAD:id:873;How many major shrine are there, of the saints whose beatified by Pope Pius XI ?;Number
urn:LCQuAD:id:3408;Give me an estimate number of races where horses grandsired by the Wild Risk have raced in?;Number
urn:LCQuAD:id:458;Count the different origins of members of the Vitis Vinifera species.;Number
urn:LCQuAD:id:4217;Count the number of artist whose pone of the field is writing ?;Number
urn:LCQuAD:id:2636;Count the awards received by Immunologists?;Number
urn:LCQuAD:id:4290;For how many different teams have the players debuted in Houston Astros played?;Number
urn:LCQuAD:id:3282;How many different things are used as ingredients in Sweden?;Number
urn:LCQuAD:id:4957;How many people have been the first one to scale a peak in the Yosemite Park?;Number
urn:LCQuAD:id:4447;Count the total number of bacterias whose division is Firmicutes and domain is Bacteria?;Number
urn:LCQuAD:id:1109;Count me the number of people whose military unit is involved with Close air support ?;Number
urn:LCQuAD:id:591;What are some other great things by the person who produced Queer as Folk?;Number
urn:LCQuAD:id:3411;Count the number of books whose author s were born in Alcal de Henares ?;Number
urn:LCQuAD:id:1567;Ernest Rutherford was the advisor of how many people?;Number
urn:LCQuAD:id:273;How many TV shows have been created by Simon Fuller ?;Number
urn:LCQuAD:id:1013;Count the cities whihch are on the same sea as that of Miami ?;Number
urn:LCQuAD:id:1875;Through how many cities does the river flowing into Arkansas go?;Number
urn:LCQuAD:id:2253;How many things are manufactured by the company whose subsidiary is Sony Corporation shareholders and subsidiaries?;Number
urn:LCQuAD:id:2781;What is the total number of office holders who preceded the people working under president bill clinton?;Number
urn:LCQuAD:id:2946;How many nations  volleyball players have played for the Russian women volleyball team?;Number
urn:LCQuAD:id:3820;In how many places can I find people whose alma mater was in bachelor of arts?;Number
urn:LCQuAD:id:2477;Count the movies directed by Tim Burton and music composer Danny Elfman ?;Number
urn:LCQuAD:id:792;Give me a count of mammals whose family is Canidae?;Number
urn:LCQuAD:id:3233;List the total number of awards of the musicals who have won Tony Award?;Number
urn:LCQuAD:id:1530;Count the awards received by the ones who fought the battle of france?;Number
urn:LCQuAD:id:4648;How many people play for the Dallas Cowboys?;Number
urn:LCQuAD:id:3155;Count all the Colonels?;Number
urn:LCQuAD:id:4401;Gregg Toland cinematographed how many things?;Number
urn:LCQuAD:id:3971;Give me the total number of lines owned by owner of Mwtro-Noth Railroad ?;Number
urn:LCQuAD:id:2126;How many television shows are broadcasted on Fox Broadcasting Company?;Number
urn:LCQuAD:id:3647;How many states are in the Mediterranean Basketball Association?;Number
urn:LCQuAD:id:3806;In how many places can I find people who were the architects of the Dundas Castle?;Number
urn:LCQuAD:id:2752;How many cities are around the sea in which the ionian sea flows?;Number
urn:LCQuAD:id:1435;Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?;Number
urn:LCQuAD:id:3930;In how many different teams have all those who have played as a defenceman been?;Number
urn:LCQuAD:id:3447;How many teams have used the stadiums which have been rented by the Canadian Hockey team?;Number
urn:LCQuAD:id:585;How many teams have LA kings players in them currently?;Number
urn:LCQuAD:id:2403;Give me a count on scientist who are known for garrison is Tennessee ?;Number
urn:LCQuAD:id:1054;How many people used to play for Toronto Argonauts?;Number
urn:LCQuAD:id:3966;How many different people have been in any political seat in places which are under the Indian Standard timezone?;Number
urn:LCQuAD:id:4712;Count the tenants of the stadiums owned by toronto.;Number
urn:LCQuAD:id:355;How many sports are played in organizations presided by Emanuel de Guzman?;Number
urn:LCQuAD:id:2383;How many sports are played at the university whose president is Emanuel de Guzman?;Number
urn:LCQuAD:id:3218;Give me the count of interests of the philosopher whose primary interest is Metaphysics ?;Number
urn:LCQuAD:id:2087;How many people won the Gold Medal of the Royal Astronomical Society?;Number
urn:LCQuAD:id:4431;How many members are there of the order of Bacillales?;Number
urn:LCQuAD:id:4490;How many people work in the Massachusetts house of Representatives?;Number
urn:LCQuAD:id:1137;Count the number of religions followed by Janta Dal members.;Number
urn:LCQuAD:id:453;How many other characters are there of the plays which has a  characters name Joker (comics) ?;Number
urn:LCQuAD:id:2375;How many people are buried in the Mausoleum of Augustus?;Number
urn:LCQuAD:id:4748;Give me a count of schools in Reading, Berkshire?;Number
urn:LCQuAD:id:2263;How many venues are located in the US?;Number
urn:LCQuAD:id:1796;How many people have worked in the band one of whose current member is Hynief?;Number
urn:LCQuAD:id:1911;Enumerate all those who are in the Board of companies founded in New York?;Number
urn:LCQuAD:id:2553;Murray Gold has composed music for how many things?;Number
urn:LCQuAD:id:824;How many people have been presenters for NBC shows?;Number
urn:LCQuAD:id:2273;Count the number of broadcast area of the TV stations which serves in Agalga ?;Number
urn:LCQuAD:id:4956;How many other school are there of the rugby players whose school is Michaelhouse ?;Number
urn:LCQuAD:id:704;How many other key people are there of the non-profit organisations whose key people is Hillary Clinton ?;Number
urn:LCQuAD:id:292;How many currencies are in used in places where people speak French?;Number
urn:LCQuAD:id:2033;How many factions were involved in the battles fought by Arthur St. Clair?;Number
urn:LCQuAD:id:4283;Count the number of ingredient of the foods which have one of the ingredient is Pork ?;Number
urn:LCQuAD:id:4378;How many people have played for the ones who own the stadium of Bankers Life Fieldhouse?;Number
urn:LCQuAD:id:4632;Count all american football players whose former team owns Lucas Oil Stadium ?;Number
urn:LCQuAD:id:476;How many different layouts do cars designed by Oliver Boulay have?;Number
urn:LCQuAD:id:4602;Count the number of artists who trained at the San Francisco Art Institute?;Number
urn:LCQuAD:id:1449;What is the total number of  builder of the military structures whose builder is also United States?;Number
urn:LCQuAD:id:4919;Tell me the total number of organizations who maintain the bridges made by the malaysian PWD?;Number
urn:LCQuAD:id:15;How many shows does HBO have?;Number
urn:LCQuAD:id:3232;How many people have been canonized by Pope Benedict XVI?;Number
urn:LCQuAD:id:38;How many books have been penned by Miguel de Cervantes?;Number
urn:LCQuAD:id:4101;Count the band members of Skull Gang?;Number
urn:LCQuAD:id:4184;How many bands are based in London?;Number
urn:LCQuAD:id:4017;How many prime ministers did the predecessor of Duncan Sandys  serve?;Number
urn:LCQuAD:id:4856;How many cars succeed the cars assembled in Canada?;Number
urn:LCQuAD:id:4387;In how many places have people canonized by John Paul II died?;Number
urn:LCQuAD:id:3608;Count all the shows whose music composers are in Oysterhead.;Number
urn:LCQuAD:id:4060;How many other architect are there of the historic places whose architect is also Stanford White ?;Number
urn:LCQuAD:id:3937;How many cars are the predecessor of cars similar to the Pontiac G8?;Number
urn:LCQuAD:id:2864;From how many different places have participants of Breeders s Cup Turf come?;Number
urn:LCQuAD:id:3115;How many movies were cinematographed by Jordan Cronenweth?;Number
urn:LCQuAD:id:2571;In how many different stadiums are the seasons of the 2015 NA Soccer league held?;Number
urn:LCQuAD:id:3549;How many athletic associations are there in all of the private universities?;Number
urn:LCQuAD:id:2248;Give me the count of newspaper whose language is Sweedish and headquartered at stockholm ?;Number
urn:LCQuAD:id:3578;How many people are in the band with Juelz Santana?;Number
urn:LCQuAD:id:1785;How many different pole drivers are there, of the GPs when Renault was the first team?;Number
urn:LCQuAD:id:405;How many destinations are covered by the airlines which also serves Europe ?;Number
urn:LCQuAD:id:3983;How many things belong to phylum of Chordate?;Number
urn:LCQuAD:id:1333;People from how many political parties exist in Maharashtra?;Number
urn:LCQuAD:id:692;How many people are there who have relationship with Kennedy family?;Number
urn:LCQuAD:id:3776;What is the total number of fictional characters whose created by  Greg Daniels and series is The Office (U.S. TV series)?;Number
urn:LCQuAD:id:2953;In how many teams have people previously played who play as defencemen?;Number
urn:LCQuAD:id:2868;Give me the count of tenants of the stadia whose one of the tenants is Toronto Furies?;Number
urn:LCQuAD:id:3088;How many airlines have a hub at an airport run by LA World Airports?;Number
urn:LCQuAD:id:2175;Find the total number of tenants of the stadium whose tenants was Toronto Marlies?;Number
urn:LCQuAD:id:4964;How many buildings are located in Toronto ?;Number
urn:LCQuAD:id:2076;How many people have been the head coach for Middlesbrough FC?;Number
urn:LCQuAD:id:4814;How many producers have casted Michael Jackson?;Number
urn:LCQuAD:id:735;Things going to the mediterranean sea also go where?;Number
urn:LCQuAD:id:4929;In how many different places are Brown haired models living?;Number
urn:LCQuAD:id:3297;How many religion s commanders have served in the Royal Thai Army?;Number
urn:LCQuAD:id:933;Count all the games whose distributors are located in America;Number
urn:LCQuAD:id:4976;How many have family as Ape and order (taxonomy) is Primate ?;Number
urn:LCQuAD:id:3149;Give me a count of movies whose music composer is Bernard Herrmann?;Number
urn:LCQuAD:id:3079;How many have order (taxonomy) as Bacillales and division as Firmicutes are there?;Number
urn:LCQuAD:id:799;How many shows is Russell Davies known for?;Number
urn:LCQuAD:id:1920;How many religion s people have died in Malaysia?;Number
urn:LCQuAD:id:4646;How many different currencies are used in the places governed by the president of France?;Number
urn:LCQuAD:id:393;Which genre of books are published by Random House?;String
urn:LCQuAD:id:2929;In which state is the team, which has John Roeslein?;String
urn:LCQuAD:id:3017;Who owns a bridge in Boston?;String
urn:LCQuAD:id:2384;Scientists at the University of Queensland have won which awards?;String
urn:LCQuAD:id:3010;which award has been won by Claudia Moro?;String
urn:LCQuAD:id:1659;Which fields  academic journals are found in the US?;String
urn:LCQuAD:id:1091;Name the district of Robert William Wilcox ?;String
urn:LCQuAD:id:4340;To which state eorge M. Chilcott  belong ?;String
urn:LCQuAD:id:2096;What is debut team of the baseball players who died in Los Angeles?;String
urn:LCQuAD:id:3431;Who has produced movies that have a James Horner score?;String
urn:LCQuAD:id:3656;What are some awards given to people who were born in sweden?;String
urn:LCQuAD:id:3870;What has Carl Sagan written his books about?;String
urn:LCQuAD:id:1399;Who all have been judges on CTV Network s shows?;String
urn:LCQuAD:id:4978;Games on amiga are typically of what kind?;String
urn:LCQuAD:id:1230;Which religions are practiced in India?;String
urn:LCQuAD:id:3813;Name the artist of Brad Paisley discography ?;String
urn:LCQuAD:id:3592;In which other places are there companies which are in Ontario, too?;String
urn:LCQuAD:id:2885;What genres of games are available on the Commodore 64?;String
urn:LCQuAD:id:777;What is the state of the senator whose successor is Nathaniel P. Hill ?;String
